sta_code,sku_code,长(CM),宽(CM),高(CM),qty
ODO1694002033047511,HA5507-100,37.8,13.2,4.4,1
ODO1694002033047511,HA5507-100,37.8,13.2,4.4,1
ODO1694002033047511,DX4397-103,32,23,12,1
ODO1694002033047511,HA5507-100,37.8,13.2,4.4,1
ODO1694002033047511,DX4397-103,32,23,12,1
TBNK2309133444,DH4058-011,30,23.5,5,1
TBNK2309133444,DV4024-002,30,19.2,11.2,1
TBBN2309043194,FV2625-010,11.6,7.2,3.2,1
TBBN2309043194,FV2833-010,11.9,9.2,3.3,1
TBBN2309043194,FV2530-200,11.9,6.8,4.2,1
TBBN2309043194,FQ0762-010,28,23,0.8,1
TBNK2309336935,DH4058-011,30,23.5,5,1
TBNK2309336935,DD1391-100,34.2,21.8,12.4,1
ODO1694009933433714,CW2288-001,33.5,21,11,1
ODO1694009933433714,SX7557-100,27,22,8,1
ODO1694009933433714,AC4453-930,25,4.5,1,1
ODO1694044069666774,CN9675-006,33.2,12.8,11.8,1
ODO1694044069666774,FJ1138-010,38,30,0.95,1
ODO1694068970375291,FJ2341-010,39,29.5,1,1
ODO1694068970375291,DO9327-102,33.4,20.2,11.4,1
TBNK2309157647,DN5241-254,34.4,27.2,3.4,1
TBNK2309157647,DV9737-010,50.3,42,7,1
TBNK2309157647,CT2405-199,33.51,21.1,11.57,1
ODO1694009094465336,DB0490-010,41.5,15,2,1
ODO1694009094465336,DV4022-003,36,23.5,12.3,1
ODO1694009094465336,DV4022-003,36,23.5,12.3,1
ODO1694009094465336,DV4022-003,36,23.5,12.3,1
ODO1694002963722264,DR6091-078,13,10.4,3.8,1
ODO1694002963722264,DR6091-078,13,10.4,3.8,1
ODO1694002963722264,DX4399-106,30.2,21.3,11.3,1
ODO1694002963722264,DR6091-078,13,10.4,3.8,1
ODO1694279030297860,DX9655-010,30,10,30,1
ODO1694279030297860,DJ3624-002,35.8,23.8,12.5,1
ODO1694279030297860,DJ3624-002,35.8,23.8,12.5,1
ODO1694340409826940,SX7677-100,30.5,28.5,7.8,1
ODO1694340409826940,FQ3633-451,28,23,1.5,1
ODO1694340409826940,AR5007-410,37,29,1,1
ODO1694002386538907,DH8016-100,34,21,11.6,1
ODO1694002386538907,FD2377-010,28,23,2.5,1
ODO1694025049638875,DV1296-010,50,39,4,1
ODO1694025049638875,DV0834-101,33.4,21,11.4,1
ODO1694021929816518,DH2987-101,33.6,21.4,11.6,1
ODO1694021929816518,DH2987-101,33.6,21.4,11.6,1
ODO1694021929816518,DH4058-011,29,19.6,5,1
ODO1694021929816518,DH2987-101,33.6,21.4,11.6,1
ODO1694021929816518,DH2987-101,33.6,21.4,11.6,1
TBBN2309027785,FD0928-100,29.6,26.3,2,1
TBBN2309027785,819352-100,32.5,13.2,10.8,1
TBBN2309027785,FD0928-063,29.1,25.1,2,1
TBNK2309279182,DV3854-001,34.2,20.4,11.8,1
TBNK2309279182,DM6729-133,37,26,2,1
ODO1694010530562587,DV8023-133,39,30,1.4,1
ODO1694010530562587,DV7190-100,32.7,21.2,12,1
ODO1694173189514924,FD3239-010,32.6,16.6,4,1
ODO1694173189514924,DH3392-700,33.5,20.8,11.7,1
ODO1694278790547316,HA6950-100,34.2,22,3.2,1
ODO1694278790547316,CJ4113-100,23.8,18,9,1
TBBN2309024059,FV2858-133,10.8,5.9,3.7,1
TBBN2309024059,DA5382-115,21.8,16.2,9,1
TBBN2309024059,DZ2815-100,22.1,16.6,12,1
TBBN2309024059,DZ2815-100,20.8,15,12,2
TBBN2309030445,DM0974-100,19.4,12.9,8,1
TBBN2309030445,DQ9469-010,30.2,22,0.65,1
TBBN2309030445,DX5223-410,31.5,22,0.9,1
TBNK2309177147,DV1296-010,50,39,4,1
TBNK2309177147,DR8786-001,36.3,24.1,12.6,1
ODO1694005494325608,BV2667-063,36,29.2,2.3,1
ODO1694005494325608,BV2667-063,36,29.2,2.3,1
ODO1694005494325608,BV2667-063,36,29.2,2.3,1
ODO1694005494325608,BV2667-063,36,29.2,2.3,1
ODO1694005494325608,DJ6013-104,34.4,23.2,12.2,1
ODO16941635903364,FB8192-133,28,23.5,1.1,1
ODO16941635903364,DD1238-100,40,29.5,0.85,1
ODO16941635903364,819352-100,33.8,13.8,12.8,1
ODO1694267390859621,CK6366-010,38,28,3.6,1
ODO1694267390859621,DV0834-100,33.4,21,11.4,1
TBNK2309151346,AR5005-010,37,29,0.75,1
TBNK2309151346,DD9682-100,33.2,21,11.4,3
TBNK2309160985,DV2436-100,35.2,24.6,13.4,1
TBNK2309160985,FD2377-010,26,21,1.6,2
TBNK2309160985,FD2377-010,24,22.5,2.5,2
TBNK2309160985,DV4345-100,33.6,20.8,11.4,1
TBNK2309313070,CU6776-010,35.5,27.5,2.8,1
TBNK2309313070,FB3354-001,33.2,20.8,11.5,1
TBNK2309337836,CU6776-010,35.5,28.5,2.8,1
TBNK2309337836,FN3430-180,35.2,24.2,12.8,1
TBNK2309337836,CU6776-010,34,28,2.8,1
TBNK2309159405,FD2377-010,26,21,1.6,2
TBNK2309159405,DV2436-100,35.2,24.6,13.4,1
TBNK2309159405,FD2377-010,24,22.5,2.5,2
TBNK2309159405,DV4345-100,33.6,20.8,11.4,1
TBNK2309170355,DX9786-100,54.5,41,5.5,2
TBNK2309170355,FN8507-800,30,20.6,10.4,1
TBNK2309335641,DM3413-100,33.6,20.6,11.4,1
TBNK2309335641,DX9564-101,38,29,1,1
TBNK2309253282,DB0488-010,37,12,2,2
TBNK2309253282,DV0788-101,34.2,23.4,12,1
ODO1694009159988997,DB0490-010,41.5,15,2,1
ODO1694009159988997,DV4022-003,36,23.6,12.4,1
ODO1694009159988997,DV4022-003,36,23.6,12.4,1
ODO1694009159988997,DV4022-003,36,23.6,12.4,1
ODO169415879145499,FJ7708-133,35.2,27.1,3,1
ODO169415879145499,CZ0790-101,33,22.5,11.5,1
ODO1694270209498473,DM4104-063,22,15.2,4.4,1
ODO1694270209498473,DQ5356-161,20.9,14.1,8,1
ODO1694270209498473,AR4162-106,20.8,14.6,8.2,1
ODO1694270209498473,FN3693-180,21.9,16.5,14.8,1
TBNK2309101241,CZ9071-010,39,33.5,1.4,1
TBNK2309101241,FB7179-001,35,23.2,12,2
TBNK2309191016,DX0524-012,36,29,2.5,1
TBNK2309191016,DV9331-451,41,32,1.5,1
TBNK2309191016,DV7192-001,33.4,20.2,11.4,1
TBNK2309191016,CZ2234-010,9.6,7.7,4.7,1
ODO1694018691673592,DM0967-148,32.4,22.8,12,1
ODO1694018691673592,HA5109-023,22.5,13.5,3.5,1
ODO1694018691673592,DM0967-148,32.4,22.8,12,1
TBNK2309142763,SX5854-010,24.2,11.6,8.4,1
TBNK2309142763,DN2158-101,33.1,20.8,11.4,3
TBBJ2309049627,DZ0576-336,37,29,1,1
TBBJ2309049627,DZ4136-002,34.6,24.8,12.6,1
TBBJ2309049627,DV9956-104,30.5,22,11.5,1
TBNK2309341935,DB0490-010,41.5,15,2,1
TBNK2309341935,DM3493-002,33.5,21.1,11.6,5
TBNK2309187224,FQ6868-181,34.5,23.9,12,1
TBNK2309187224,SP0040-009,29.2,15,1.2,1
ODO169400897530091,DX5074-911,32,28.5,7.6,1
ODO169400897530091,CN9675-102,33.2,12.8,11.8,1
TBBJ2309024854,DV0425-687,26,13,0.5,1
TBBJ2309024854,BQ7197-016,26.5,21,10,1
TBNK2309309903,DM0829-102,35,23,12,2
TBNK2309309903,CK6366-010,38,28,3.6,1
ODO1694006752914445,DH2987-101,33.6,21.4,11.6,1
ODO1694006752914445,BV2714-010,37.5,27,3.5,1
ODO1694006752914445,BV2714-010,37.5,27,3.5,1
ODO1694006752914445,BV2714-010,37.5,27,3.5,1
ODO1694006752914445,BV2714-010,37.5,27,3.5,1
TBNK2309130364,DN2158-101,33.2,20.8,11.4,4
TBNK2309130364,DV9804-121,40,28,0.9,1
TBNK2309133312,SP0040-101,17,12.8,2,2
TBNK2309133312,DR2698-101,33.4,20.2,11.4,3
TBNK2309133312,DR2698-101,33.6,20.6,11.4,2
TBNK2309158555,DV8023-133,39,30,1.4,1
TBNK2309158555,DC0774-101,30,21.4,11.6,1
TBNK2309158555,FB5621-010,18.3,12.9,3,1
TBNK2309237035,DB0488-010,37,12,2,1
TBNK2309237035,415445-102,34.4,21.4,12,2
TBNK2309246708,CZ0326-100,33.5,23,12,1
TBNK2309246708,DQ5821-010,35,29,2.6,1
TBNK2309263552,DV7903-003,38.4,24.6,13.5,1
TBNK2309263552,CV0661-248,26,13,0.5,1
TBNK2309263552,FD6275-008,30,20.5,1.5,1
TBNK2309263552,DR5178-928,2.1,6.2,3.4,1
TBNK2309263552,FN0259-379,18,9,6.5,1
TBNK2309263552,FJ1126-012,30,21,0.5,1
TBNK2309263552,DX0750-010,35.5,28,2.2,1
TBNK2309263552,SX6888-932,31.4,28.6,11.4,1
TBNK2309263552,FB8092-012,40,34,2.2,1
TBBN2309058652,FV2530-200,11.9,6.8,4.2,1
TBBN2309058652,FV3151-200,11.2,12.7,4.2,1
TBBN2309058652,FV2621-072,13.8,10.7,4,1
TBBN2309058652,BQ3451-100,31.6,22.2,11.8,1
ODO1694002258211204,BQ5451-007,27,20.8,10,1
ODO1694002258211204,DQ0473-100,23.4,17.4,11.8,1
ODO1694002258211204,FV2856-690,11,6.3,4.8,1
ODO1694014909542447,DV9858-068,34,28,1.2,1
ODO1694014909542447,DV9316-010,30,25,1.3,1
ODO1694014909542447,DV9816-010,38,29,1,1
ODO1694014909542447,FB7179-001,34.2,23.2,12,1
TBNK2309282835,DO2033-480,36,24,1.5,1
TBNK2309282835,FV3042-247,26,13,0.5,1
TBNK2309282835,FQ3660-324,27,24,1,1
ODO1694008970802840,CU6776-010,35.5,28.5,2.8,1
ODO1694008970802840,DV4022-003,34.4,23,11.8,1
ODO1694008970802840,DV4022-003,34.4,23,11.8,1
TBNK2309302175,DQ5192-113,35.5,25.5,3,1
TBNK2309302175,CI0919-102,33.51,21.1,11.57,1
TBNK2309302175,BV6176-015,26.1,23.7,2,1
ODO1694003996782644,DM0527-537,33,19,1.3,1
ODO1694003996782644,DA8570-001,33.6,20.6,11.4,1
ODO1694005434210937,DZ3376-010,27.1,12.9,2,1
ODO1694005434210937,DV1336-800,27.6,21.8,10.4,1
ODO1694009632403725,SX7676-100,29,26,10,1
ODO1694009632403725,DV0821-002,34.3,23.7,11.7,1
ODO1694066810108875,BV2763-410,35,28,2.1,1
ODO1694066810108875,FJ1054-100,34.9,20.7,12,1
ODO1694269850747943,FN8905-141,27.7,22.5,12,1
ODO1694269850747943,FQ0706-010,26.6,21.3,5,1
ODO1694279989968354,BV2663-479,37.5,27.5,3.8,1
ODO1694279989968354,BV2663-479,38,27,4.4,1
ODO1694279989968354,BV2663-479,38,27,4.4,1
ODO1694279989968354,BV2663-479,37,27,4.1,1
ODO1694279989968354,FB3354-001,32.5,20.9,14,1
ODO1694279989968354,BV2663-479,37.5,27.5,3.8,1
TBBN2309028397,FQ0694-100,36,24,0.9,1
TBBN2309028397,SX4863-010,23,17.2,7.2,1
TBBN2309028397,DV8999-100,27.8,22.8,13,1
TBBN2309028397,AR5252-107,31,21,1.5,1
TBBN2309028397,DH5750-100,29.5,24,1.4,1
ODO1694011251971556,FQ0752-200,9.9,4.4,3.4,1
ODO1694011251971556,FQ0487-100,31,25.5,3.3,1
TBNK2309134578,AR5005-101,38,29,1.1,1
TBNK2309134578,DR8786-001,34.4,23.2,12.2,2
ODO1694002779437233,DV1296-010,50,39,4,1
ODO1694002779437233,FN7488-133,34.2,23.2,12,1
ODO169401209052153,DV9023-010,35,29,1.1,1
ODO169401209052153,DV7409-100,34.7,23.4,12.1,1
TBNK2309191712,DB0490-010,41.5,15,2,2
TBNK2309191712,DV0834-101,33.4,21,11.4,1
TBNK2309326135,DM0974-100,21.8,15.2,9,1
TBNK2309326135,FJ7731-885,38,30,0.9,1
ODO1694002337593459,HA5507-100,37.8,13.2,4.4,1
ODO1694002337593459,DX4397-103,33.8,23.6,12.4,1
ODO1694002337593459,DX4397-103,33.8,23.6,12.4,1
ODO1694016771708965,DX9564-010,40,29,1.1,1
ODO1694016771708965,DN1857-101,30.2,18.3,11.4,1
ODO1694016771708965,FN3716-065,35.2,31.7,2,1
TBNK2309099120,DN1791-101,33.6,20.6,11.4,1
TBNK2309099120,DM6248-100,38,32,1.3,1
TBNK2309210813,DD2795-200,28,24,5.2,1
TBNK2309210813,FN8923-061,30,18.8,10.4,1
TBNK2309325763,DX5411-010,46,41,5,1
TBNK2309325763,DX5545-001,23.5,17.4,11.1,1
TBNK2309132182,DR8788-300,41.2,25,14.8,1
TBNK2309132182,FQ0352-010,30.4,27.5,4,1
TBNK2309135828,DD2795-011,28,24,5.2,1
TBNK2309135828,DV1678-001,34,21,11.6,1
TBBN2309031354,DX6052-101,28.4,21.8,10.4,1
TBBN2309031354,CW3360-010,20.8,14.6,8.2,1
TBBN2309031354,FV2707-100,26,13,0.5,1
TBBN2309031354,FV2716-305,9.5,6.5,2.9,1
TBBN2309031354,BV1094-100,20.8,14.6,8.2,1
TBNK2309332561,DM3493-002,33,20.7,11.3,5
TBNK2309332561,DB0490-010,41.5,15,2,1
ODO169426678990482,DB9976-100,38.5,29.5,1,1
ODO169426678990482,CJ9179-200,33.6,21.4,11.6,1
TBNK2309150083,DV5477-401,33.5,20.8,11.7,2
TBNK2309150083,DV1296-010,50,39,4,1
TBNK2309159922,CZ9185-013,38,28,0.7,1
TBNK2309159922,DD1391-100,35.4,24.2,12.5,1
TBNK2309159922,FN7808-001,33.6,21.4,11.6,1
TBNK2309259043,DD2795-103,27,26,5,1
TBNK2309259043,CZ0270-106,33.2,21,11.4,2
TBNK2309271392,DH4058-011,30,23.5,5,1
TBNK2309271392,DM0829-001,34,21,11.6,1
TBBN2309067589,BV1094-100,19.6,13.4,8,1
TBBN2309067589,FD0928-836,28,25.1,2,1
TBBN2309067589,DX1979-400,20.9,15.3,12,1
TBBN2309067589,FD0928-100,29.6,26.3,2,2
TBNK2309340320,DV6246-010,45.1,36.1,9.9,1
TBNK2309340320,FB3354-001,33,23.1,14.9,2
ODO1694095969571353,DM2845-100,33.6,20.6,11.4,1
ODO1694095969571353,DV7762-103,28,21.9,10.5,1
ODO1694098373758118,DR1057-728,33.5,25,1,1
ODO1694098373758118,FV2878-010,9.6,7.2,4.41,1
ODO1694098373758118,FZ6329-317,32,24,3.2,1
TBNK2309184849,DN2158-101,33.1,20.8,9.4,3
TBNK2309184849,SX7622-013,27,23,5,1
ODO1694263791405562,DV5304-219,36.6,23.2,4.6,1
ODO1694263791405562,FB9139-002,26.4,20.4,10,1
ODO1694263791405562,DV5304-219,36.6,23.2,4.6,1
ODO1694263791405562,DV5304-219,36.6,23.2,4.6,1
ODO1694270930967656,DN1856-002,35.2,21.8,13.5,1
ODO1694270930967656,DM4625-010,27,18.4,1,1
ODO1694270930967656,DM4625-010,27,18.2,1,1
TBBJ2309060598,CD9054-200,30.2,20.8,11.2,2
TBBJ2309060598,FB7366-010,39,30,1.2,1
TBBJ2309060598,CD9054-200,30,21,0.5,1
ODO1694002729730132,DR6091-078,13,10.4,3.8,1
ODO1694002729730132,DX4399-106,29.5,22.2,12,1
ODO1694002729730132,DR6091-078,13,10.4,3.8,1
ODO1694002729730132,DR6091-078,13,10.4,3.8,1
TBBN2309025280,FJ7236-783,35,30.5,2,1
TBBN2309025280,DV4250-002,29.8,21.2,11.6,1
TBBN2309025280,DR1364-010,30,23,1.2,1
TBNK2309149476,FQ6868-181,29.8,21,10.8,1
TBNK2309149476,BV4090-010,39,25,3.8,1
TBNK2309199132,DM6248-386,39,33,1.2,1
TBNK2309199132,FQ0645-412,28,23.5,1,1
TBNK2309199132,DM6420-010,34,29,2.6,1
ODO1694011793399747,DM3494-200,33.8,17.4,12,1
ODO1694011793399747,FD0844-100,24.6,24.4,8.7,1
ODO1694011793399747,DH0858-010,34,27,1.3,1
ODO1694130529709711,CK6366-010,37,28.5,3.6,1
ODO1694130529709711,DV0788-101,34.2,23.4,12,1
TBBJ2309023357,DZ3333-063,38,27,1.2,1
TBBJ2309023357,DZ3350-610,36,33,2.3,1
TBBJ2309023357,DC0774-105,30,21.4,11.6,1
ODO169400281092275,DX0524-012,36,29,2.5,1
ODO169400281092275,DQ4068-101,34.2,23.2,12,1
ODO169400281092275,DX0503-063,37.5,28,2.4,1
ODO1694002030561328,HA5507-100,37.8,13.2,4.4,1
ODO1694002030561328,DV1308-104,32.2,23.2,12.6,1
ODO1694002030561328,HA5507-100,37.8,13.2,4.4,1
ODO1694002030561328,DV1308-104,32.2,23.2,12.6,1
ODO1694002030561328,HA5507-100,37.8,13.2,4.4,1
ODO1694002030561328,HA5507-100,37.8,13.2,4.4,1
ODO1694002030561328,HA5507-100,37.8,13.2,4.4,1
ODO1694002030561328,DV1308-104,32.2,23.2,12.6,1
ODO1694012210200219,DV9345-084,39,27,1.1,1
ODO1694012210200219,DV9322-100,34.5,29,1,1
ODO1694012210200219,DV4022-101,34.3,22.9,11.7,1
ODO1694248670521303,DA8570-001,33.6,20.6,11.4,1
ODO1694248670521303,SX7676-100,29,20,9.5,1
ODO1694248670521303,AC2285-101,18,11.2,1.79,1
TBBN2309023711,FV5836-100,14.7,8.7,3.2,1
TBBN2309023711,FV5780-345,22.8,20.2,5,1
TBBN2309023711,FQ3633-451,28,22,1.2,1
TBBJ2309028092,DX5575-100,32.4,16.4,13.2,1
TBBJ2309028092,DV0921-173,36,26.5,13,1
TBBJ2309028092,DZ4123-010,39,30,1,1
TBBJ2309028092,FB7581-011,30.9,28,5,1
TBBJ2309028092,DM1814-012,31,24,1.4,1
ODO1694002704801249,DX4399-106,31.2,22.2,12.4,1
ODO1694002704801249,DR6091-078,13,10.4,3.8,1
ODO1694002704801249,DR6091-078,13,10.4,3.8,1
ODO1694002704801249,DR6091-078,13,10.4,3.8,1
TBNK2309088620,DV9462-010,21.9,19.2,2,1
TBNK2309088620,DR2660-001,31.8,23,12,1
TBNK2309099691,FB3272-838,27,25,5.7,1
TBNK2309099691,CT3228-100,33.6,20.6,11.4,1
TBNK2309099691,FB3273-902,27,25,9,1
TBNK2309099691,FN7406-072,26.4,23,4,1
ODO1694182909776690,DD4747-010,26,13,0.5,1
ODO1694182909776690,FN8507-800,22,15,9,1
TBNK2309131722,DV9816-010,35,29,1,1
TBNK2309131722,CN9675-002,33,12.8,11.8,1
TBNK2309131722,DQ5708-313,40,30,1,1
TBNK2309131722,DN3555-600,36.3,24.1,12.6,1
TBNK2309131722,DQ5732-313,37,29,1,1
TBNK2309131722,DV4129-600,33.3,20.5,11.1,1
TBNK2309259357,DX6011-010,12.6,8.2,6.1,1
TBNK2309259357,DR6192-101,30.4,21.2,10.4,1
TBNK2309272363,CV0063-010,54,37,3.8,1
TBNK2309272363,DZ6294-349,20,15,3.5,1
TBNK2309272363,CZ7836-100,33.2,12.8,11.8,1
TBNK2309333088,FB3354-001,33,23.1,14.9,1
TBNK2309333088,CU6776-010,34,28,2.8,2
TBNK2309339235,DV0792-101,34.1,23.2,11.7,1
TBNK2309339235,DB9976-100,38,29,1,1
TBNK2309339235,DV9840-010,39,30,0.8,1
TBNK2309339235,DC5095-063,38,27,1.3,1
ODO1694009691410285,FV5771-100,10.3,6.8,3.7,1
ODO1694009691410285,AR6346-101,30.8,22.2,11.4,1
TBNK2309249214,DM6622-010,40,30,2.3,1
TBNK2309249214,DO7391-133,38.2,29.6,1.18,1
TBNK2309249214,DV9088-001,31.8,23,12,1
ODO1694010289977982,DR6091-078,13,10.4,3.8,1
ODO1694010289977982,DJ6013-104,36.8,24.8,13.8,1
ODO1694011130088319,FB1394-101,30.5,21,11.5,1
ODO1694011130088319,DV1296-010,50,39,4,1
ODO1694011130088319,DV1296-010,50,39,4,1
ODO1694008915752243,DX9655-100,31.6,22.2,12,1
ODO1694008915752243,DV1237-001,31.8,23,12,1
ODO1694325229634251,SX7677-100,30.5,28.5,7.8,1
ODO1694325229634251,SX7676-100,29,26,10,1
ODO1694325229634251,FQ6851-101,37.6,24.5,12,1
TBBN2309025072,FQ6993-309,10.3,8.7,4.5,1
TBBN2309025072,DR6957-100,32.4,22.8,12,1
ODO1694269910062198,FQ3660-100,28.5,23,0.9,1
ODO1694269910062198,FZ6155-480,11.4,10.7,3.2,1
ODO1694014730507852,BV2667-063,26,13,0.5,1
ODO1694014730507852,CJ9179-200,33.51,21.1,11.57,1
TBNK2309210602,DR8788-100,41.2,25,14.8,1
TBNK2309210602,DV9804-121,39,28,1,1
TBNK2309210602,DZ2945-600,38.2,24.3,13.7,1
TBNK2309210602,DX0909-010,30,21,0.5,1
TBNK2309332529,DM3493-002,33.5,21.1,11.6,5
TBNK2309332529,DB0490-010,41.5,15,2,1
TBBN2309072642,DN3592-010,49,40,5.9,1
TBBN2309072642,DX4399-106,30.3,22.3,12,1
ODO1694002813816267,CZ8101-100,34.2,21.8,12.2,1
ODO1694002813816267,DM6231-010,38,29,1.2,1
ODO1694002813816267,CZ8101-100,34.2,21.8,12.2,1
ODO1694002039595892,DX4397-103,32,23,12,1
ODO1694002039595892,HA5507-100,37.8,13.2,4.4,1
ODO1694002039595892,HA5507-100,37.8,13.2,4.4,1
ODO1694002039595892,DX4397-103,31.8,23.4,12.2,1
ODO1694002039595892,DX4397-103,32,23.4,12.2,1
TBBN2309057107,FD0928-063,29.2,24.6,2,1
TBBN2309057107,CK0509-113,27,24,3.2,1
TBBN2309057107,FD0928-836,28,25.1,2,1
TBBN2309057107,DR1343-010,29.6,29.1,4,1
TBBN2309057107,819352-802,33.2,12.8,11.8,1
TBNK2309280413,DH3263-116,31,10,3.8,1
TBNK2309280413,DV0834-100,33.4,21,11.4,1
TBNK2309280413,DV0834-101,33.2,21,11.4,1
TBNK2309280532,DV9168-795,39,30,0.6,1
TBNK2309280532,CZ7836-100,33.2,12.8,11.8,1
TBNK2309280532,DV9168-010,39,30,0.6,1
ODO1694016890998736,DV1296-010,50,39,4,1
ODO1694016890998736,DV5477-401,34.4,23.2,12.2,1
ODO1694016890998736,DV5477-401,34.4,23.2,12.2,1
TBBJ2309019410,HA5507-100,37.8,13.2,4.4,9
TBBJ2309019410,553560-113,30,21.4,11.6,3
ODO1694009032588165,DR1343-451,29,25,1,1
ODO1694009032588165,FD0928-063,29.1,25.1,2,1
ODO1694009032588165,FQ3633-451,28,23,1.5,1
ODO1694016110134185,DO5888-331,22.5,16,9,1
ODO1694016110134185,FV3325-126,26,13,0.5,1
ODO1694022470307384,DH4058-011,29,19.5,5.8,1
ODO1694022470307384,DH2987-101,33.6,21.4,11.6,1
ODO1694022470307384,DH2987-101,33.6,21.4,11.6,1
ODO1694022470307384,DH2987-101,33.6,21.4,11.6,1
ODO1694022470307384,DH2987-101,33.6,21.4,11.6,1
ODO1694019590676546,DH4058-302,29,19.5,5.8,1
ODO1694019590676546,CZ0931-002,33.5,21.1,11.6,1
ODO1694019590676546,FB7179-100,33.4,20.2,11.4,1
ODO1694019590676546,DH6304-913,29,20.5,8.2,1
TBNK2309107481,DV0788-101,33.4,20.8,11.2,2
TBNK2309107481,DN3592-010,49,40,5.9,1
TBNK2309153920,DH2987-101,33.6,21.4,11.6,4
TBNK2309153920,HA6950-100,34.2,22,3.2,1
TBNK2309268831,SX7677-100,30.5,28.5,7.8,1
TBNK2309268831,CW2288-111,34.4,20.8,11.8,1
ODO1694269970056388,CU6776-010,34,28,2.8,1
ODO1694269970056388,CU6776-010,34,28,2.8,1
ODO1694269970056388,CU6776-010,34,28,2.8,1
ODO1694269970056388,CU6776-010,34,28,2.8,1
ODO1694269970056388,DJ3624-002,35.4,24.2,13,1
ODO1694269970056388,CU6776-010,34,28,2.8,1
TBBN2309029310,DH5750-536,28,22.5,1.4,1
TBBN2309029310,AR4162-106,21.8,16.2,9,1
TBNK2309247219,DX1488-410,34,25.2,1.5,1
TBNK2309247219,FN0942-001,32.8,23.8,13,1
TBNK2309310756,DM1119-101,30,18.8,10.4,1
TBNK2309310756,DD0627-010,30,25,1,1
TBBN2309070316,DR1057-728,35,26,2,1
TBBN2309070316,FJ7689-101,26.9,21,11.1,1
ODO1694180870067321,904764-102,29.8,19.2,10.8,1
ODO1694180870067321,DV1296-010,50,39,4,1
TBBN2309022772,FJ3483-100,26.4,20.4,10,1
TBBN2309022772,DX5386-114,29.5,24,1,1
TBBN2309022772,DQ8836-010,49.2,41.1,7.3,1
TBBN2309022772,FD0928-100,29.6,26.3,2,1
TBBN2309029074,FQ0706-010,30.6,22.9,5,1
TBBN2309029074,FB2354-001,30.1,22,12,1
TBBN2309029074,DZ4490-001,29.8,21.6,12,1
ODO1694002914535598,CW2288-001,34.5,21,12,1
ODO1694002914535598,AR4999-686,28,24.5,1.2,1
ODO1694002914535598,AR4999-686,28,24.5,1.2,1
ODO1694002914535598,AR4999-686,28,24.5,1.2,1
ODO1694002198519520,CW2288-001,34.5,23.5,12,1
ODO1694002198519520,CK2668-309,52,38,6.2,1
ODO1694002198519520,DX9786-100,54.5,41,5.5,1
ODO1694022950119611,DV1296-010,50,39,4,1
ODO1694022950119611,DV0834-100,33.4,21,11.4,1
ODO1694022950119611,DV0788-101,34.2,23.4,12,1
ODO1694061530922399,FV3042-247,26,13,0.5,1
ODO1694061530922399,DQ3978-091,9.5,5.4,4.3,1
ODO1694061530922399,DZ9494-752,8.1,4.3,4,1
ODO1694061530922399,DX5223-410,30.5,22,0.9,1
ODO1694061530922399,FV2778-010,6.6,8.7,4.2,1
ODO1694160409572696,FD0928-836,28,25.1,2,1
ODO1694160409572696,819352-001,33.2,12.8,11.8,1
ODO1694279690182903,BV2663-479,37,27,4.1,1
ODO1694279690182903,BV2663-479,37.5,27.5,3.8,1
ODO1694279690182903,DV0834-100,33.4,21,11.4,1
ODO1694275790094595,819352-100,33.8,13.8,12.8,1
ODO1694275790094595,FD0844-100,27.3,24.4,8.1,1
ODO1694275790094595,CK0509-091,28,24.2,2.4,1
ODO1694275790094595,DM8186-010,27.5,24,2,1
TBBJ2309022297,HA5507-100,37.8,13.2,4.4,3
TBBJ2309022297,DX4397-103,31.4,22.2,11.8,2
TBBN2309025324,FJ7236-483,35.5,31.2,2,2
TBBN2309025324,FJ7689-101,26.3,21.1,11.3,2
TBBN2309026192,DO7447-101,17.1,18.2,9.5,2
TBBN2309026192,HA6950-100,34.2,22,3.2,1
TBNK2309272688,DX0336-010,64.7,40.4,7.4,1
TBNK2309272688,FN8893-034,35.4,24.6,12,1
TBNK2309330886,DV6246-010,45.1,36.1,9.9,1
TBNK2309330886,FB3354-001,33,23.1,14.9,2
ODO1694003269354662,DC0774-304,30.4,21.6,11.6,1
ODO1694003269354662,FD2377-010,26,21,1.6,1
ODO1694264690163740,DD9535-007,14.1,9.9,6.4,1
ODO1694264690163740,CK6366-010,37,29,3.2,1
ODO169427129086085,FQ3660-100,29,25,1,1
ODO169427129086085,FD0928-063,29.2,24.7,2,1
ODO169427129086085,DR1364-451,48.1,44.2,6.2,1
ODO1694002516100495,DH2987-101,33.6,20.6,11.4,1
ODO1694002516100495,DR2447-504,27,23,2,1
ODO1694012092582149,DR2695-002,34.2,20.2,14.9,1
ODO1694012092582149,SX7677-100,30.5,28.5,7.8,1
TBBJ2309019385,553560-113,30,21.4,11.6,3
TBBJ2309019385,HA5507-100,37.8,13.2,4.4,9
TBBJ2309019395,553560-113,30,21.4,11.6,3
TBBJ2309019395,HA5507-100,37.8,13.2,4.4,9
TBNK2309329436,DM3493-002,32.4,17.7,11.8,3
TBNK2309329436,DM1828-010,9.3,6.2,3.1,1
ODO1694018750001818,DV1296-010,50,39,4,1
ODO1694018750001818,DV0788-101,33.2,21.2,11.4,1
ODO1694018750001818,DV0788-101,33.2,21.2,11.4,1
